Navio: Suezmax T172
Cenário: Extremo
Manobra: Entrada PGL3A Atrac. BB
Corrente: N 0.8nó 
Vento: SE 25nós 
Onda: 2.25m 12s SE 

time_stamp x y zz vx vy vzz rudder_demanded_orientation_0 distance_port distance_starboard distance_target discrete_propeller
18.1 10789.4 5259.75 -160.08 4.12 -0.32 0.0 -0.03 75.913 55.635 5169.34 65.76
18.2 10789.0 5259.64 -160.08 4.12 -0.32 0.0 -0.03 75.9 55.648 5168.925 65.76
18.3 10788.6 5259.53 -160.08 4.12 -0.32 0.0 -0.03 75.888 55.66 5168.51 65.76
18.4 10788.21 5259.42 -160.08 4.13 -0.32 0.0 -0.03 75.873 55.675 5168.105 65.76
18.5 10787.81 5259.31 -160.08 4.13 -0.32 0.0 -0.03 75.86 55.688 5167.69 65.76
18.6 10787.41 5259.2 -160.08 4.13 -0.32 0.0 -0.03 75.847 55.701 5167.276 65.76
18.7 10787.01 5259.09 -160.08 4.14 -0.32 0.0 -0.03 75.834 55.713 5166.861 65.76
18.8 10786.61 5258.97 -160.08 4.14 -0.32 0.0 -0.03 75.812 55.736 5166.443 65.76
18.9 10786.21 5258.86 -160.08 4.14 -0.32 0.0 -0.03 75.799 55.749 5166.029 65.76
19.0 10785.81 5258.75 -160.08 4.15 -0.32 0.0 -0.03 75.787 55.761 5165.614 65.76
19.1 10785.4 5258.64 -160.08 4.15 -0.32 0.0 -0.03 75.776 55.771 5165.189 65.76
19.2 10785.0 5258.53 -160.08 4.15 -0.32 0.0 -0.03 75.763 55.784 5164.774 65.76
19.3 10784.6 5258.42 -160.08 4.15 -0.32 0.0 -0.03 75.751 55.797 5164.36 65.76
19.4 10784.2 5258.31 -160.08 4.16 -0.32 0.0 -0.03 75.738 55.809 5163.945 65.76
19.5 10783.8 5258.2 -160.08 4.16 -0.32 0.0 -0.03 75.725 55.822 5163.53 65.76
19.6 10783.4 5258.09 -160.08 4.16 -0.32 0.0 -0.03 75.713 55.835 5163.115 65.76
19.7 10782.99 5257.97 -160.08 4.17 -0.32 0.0 -0.03 75.692 55.855 5162.688 65.76
19.8 10782.59 5257.86 -160.08 4.17 -0.32 0.0 -0.03 75.68 55.867 5162.273 65.76
19.9 10782.19 5257.75 -160.08 4.17 -0.32 0.0 -0.03 75.667 55.88 5161.859 65.76
20.0 10781.79 5257.64 -160.08 4.17 -0.32 0.0 -0.03 75.654 55.893 5161.444 65.76
20.1 10781.38 5257.53 -160.08 4.17 -0.32 0.0 -0.03 75.644 55.903 5161.019 65.76
20.2 10780.98 5257.41 -160.08 4.18 -0.31 0.0 -0.03 75.621 55.925 5160.602 65.76
20.3 10780.58 5257.3 -160.08 4.18 -0.31 0.0 -0.03 75.609 55.938 5160.187 65.76
20.4 10780.17 5257.19 -160.08 4.18 -0.31 0.0 -0.03 75.598 55.948 5159.763 65.76
20.5 10779.77 5257.07 -160.08 4.18 -0.31 0.0 -0.03 75.576 55.971 5159.345 65.76
20.6 10779.36 5256.96 -160.08 4.18 -0.31 0.0 -0.03 75.566 55.981 5158.921 65.76
20.7 10778.96 5256.85 -160.08 4.18 -0.31 0.0 -0.03 75.553 55.994 5158.506 65.76
20.8 10778.56 5256.73 -160.08 4.18 -0.31 0.0 -0.03 75.53 56.016 5158.088 65.76
20.9 10778.15 5256.62 -160.08 4.19 -0.31 0.0 -0.03 75.52 56.026 5157.664 65.76
21.0 10777.75 5256.5 -160.07 4.19 -0.3 0.0 -0.03 75.474 56.025 5157.247 65.76
21.1 10777.35 5256.39 -160.07 4.19 -0.3 0.0 -0.03 75.461 56.038 5156.832 65.76
21.2 10776.94 5256.28 -160.07 4.19 -0.3 0.01 -0.03 75.451 56.048 5156.407 65.76
21.3 10776.54 5256.16 -160.07 4.19 -0.3 0.01 -0.03 75.428 56.071 5155.99 65.76
21.4 10776.13 5256.05 -160.07 4.19 -0.3 0.01 -0.03 75.418 56.081 5155.565 65.76
21.5 10775.73 5255.93 -160.07 4.19 -0.3 0.01 -0.03 75.395 56.103 5155.148 65.76
21.6 10775.33 5255.82 -160.07 4.19 -0.3 0.01 -0.03 75.383 56.116 5154.733 65.76
21.7 10774.92 5255.7 -160.07 4.19 -0.29 0.01 -0.03 75.363 56.136 5154.306 65.76
21.8 10774.52 5255.59 -160.07 4.19 -0.29 0.01 -0.03 75.35 56.149 5153.891 65.76
21.9 10774.12 5255.47 -160.07 4.19 -0.29 0.01 -0.03 75.327 56.171 5153.474 65.76
22.0 10773.71 5255.36 -160.07 4.18 -0.29 0.01 -0.03 75.317 56.181 5153.05 65.76
22.1 10773.31 5255.24 -160.07 4.18 -0.29 0.01 -0.03 75.295 56.204 5152.632 65.76
22.2 10772.91 5255.13 -160.07 4.18 -0.29 0.01 -0.01 75.282 56.216 5152.217 65.76
22.3 10772.5 5255.01 -160.07 4.18 -0.29 0.01 -0.01 75.262 56.236 5151.79 65.76
22.4 10772.1 5254.89 -160.07 4.18 -0.28 0.01 -0.01 75.239 56.259 5151.373 65.76
22.5 10771.7 5254.78 -160.06 4.18 -0.28 0.01 -0.01 75.203 56.248 5150.958 65.76
22.6 10771.3 5254.66 -160.06 4.17 -0.28 0.01 -0.01 75.18 56.27 5150.541 65.76
22.7 10770.89 5254.55 -160.06 4.17 -0.28 0.01 -0.01 75.17 56.28 5150.116 65.76
22.8 10770.49 5254.43 -160.06 4.17 -0.28 0.01 -0.01 75.148 56.303 5149.699 65.76
22.9 10770.09 5254.32 -160.06 4.17 -0.28 0.01 -0.01 75.135 56.315 5149.284 65.76
23.0 10769.69 5254.2 -160.06 4.16 -0.28 0.01 -0.01 75.112 56.338 5148.867 65.76
23.1 10769.29 5254.08 -160.06 4.16 -0.28 0.01 -0.01 75.09 56.36 5148.449 65.76
23.2 10768.89 5253.97 -160.06 4.16 -0.28 0.01 -0.01 75.077 56.373 5148.034 65.76
23.3 10768.49 5253.85 -160.06 4.16 -0.28 0.01 -0.01 75.055 56.395 5147.617 65.76
23.4 10768.09 5253.74 -160.06 4.15 -0.27 0.01 -0.01 75.042 56.408 5147.202 65.76
23.5 10767.69 5253.62 -160.06 4.15 -0.27 0.01 -0.01 75.02 56.43 5146.785 65.76
23.6 10767.29 5253.5 -160.06 4.15 -0.27 0.01 -0.01 74.997 56.453 5146.368 65.76
23.7 10766.89 5253.39 -160.06 4.14 -0.27 0.01 -0.01 74.985 56.465 5145.953 65.76
